order_id,customer_id,amount,created_at,status
5f6528b6-5dfa-4a48-acaf-4808b662267e,21fd9192-40c5-4184-88b7-cd0fdd39c35c,1335.71,2026-06-23 09:02:34,Completed
6bc5e636-6edd-465b-ab3c-bdf0162637d3,5651c158-dd23-46a2-a0cf-55039b03187f,463.6,2026-04-19 05:02:34,Completed
457b5e2b-0106-4142-b467-7e7dab373807,fdc78fac-35fd-47d0-af12-03e9d0b85ee6,1236.18,2026-07-05 18:02:34,Completed
644f38bf-6bb7-4717-a25c-579ba9afe60e,fed9a327-3adb-4a44-843e-8c675e09b631,807.0,2026-07-13 21:02:34,Completed
507d0122-4adb-4c29-9a29-059108202e34,67b89d97-63de-4343-b891-548398a0098c,2890.52,2026-05-17 20:02:34,Completed
99e2697a-1ff1-4474-923e-16f081d231d9,0fa080c5-b337-4817-a03d-d212d8f8d7a9,1302.82,2026-04-27 12:02:34,Completed
3bbc3d84-350c-4ade-8a91-7842ce950051,ac50e238-704a-4101-a533-6e4efb9f7672,1151.5,2026-08-29 23:02:34,Completed
85fd3faf-e5bb-4b99-a897-63bea6d26e2a,22596cd9-0dc1-4e30-a8a6-de3ad8201194,1012.9,2026-06-12 22:02:34,Completed
c9a69b42-7018-43d7-9224-5c2024e934f2,c59c469c-7dc8-4055-b1d5-18be12b1b662,2933.81,2026-05-25 09:02:34,Completed
70515d21-a39b-4bf9-8d31-6dd1f49c1604,b9ef1018-31ea-4d14-8050-e32ff91a8b30,4800.99,2026-08-14 17:02:34,Completed
1030c9c6-3696-4c62-a906-d261c0a47824,bf61d485-f564-4249-8db8-e3c333c1be44,1399.67,2026-04-12 17:02:34,Completed
631238b4-d072-4093-9003-48ad80d3fb54,244c5ea1-242c-4dad-acaa-c3d5e3df9b22,2707.2,2026-06-09 21:02:34,Completed
0acd91ef-8212-488e-aa6b-bc44ac42301d,56271f1f-079a-46a6-b01c-b87728cefaed,124.34,2026-05-13 11:02:34,Completed
fd5b65be-69dc-4d03-a296-dd76c8aece64,7a2e6ee7-7d63-41aa-9c9f-da9e6668bf7b,346.0,2026-08-21 18:02:34,Completed
3b7cfeed-5c89-4302-b0e4-90158972cbcb,5a39b3e1-41dd-4726-b42a-b9d742e60626,4070.33,2026-05-24 13:02:34,Completed
2a6456cf-98b5-46c4-b4c0-f3366cb61597,f44db700-cef3-485a-a70f-bf6359de21e8,492.1,2026-03-29 01:02:34,Completed
69ea9edd-2e69-49ee-ac6c-655f7cc089bb,db59b1a0-f2a4-4a8c-b40c-3038a0ba55c8,10718.94,2026-05-11 04:02:34,Completed
21bdbe11-5fac-4f95-a4f9-82c536b7f016,d28cc933-e2e2-4b2d-a13d-2b78dfde1a71,1020.98,2026-07-19 07:02:34,Completed
b80a7c6a-6c20-4d37-a386-cbf229f3f5e9,3996b83c-4250-42ba-adae-81278cf23e12,206.5,2026-06-29 01:02:34,Completed
dd1d4691-72d7-4414-bab9-e8cc24c28645,90099441-7306-4642-a244-f804c1847a99,1028.81,2026-06-19 08:02:34,Completed
888cffc2-b6e2-456a-9b7b-7ddce0ed5b8c,9819525e-f84b-4f13-8890-a07a4578d503,842.59,2026-03-09 23:02:34,Completed
679c144b-18da-4e69-b2e0-38174b581329,f6ba83bc-4ec0-44fc-963f-eb37fc296348,1031.12,2026-07-14 16:02:34,Completed
7458bcf7-35fc-4b44-8b3c-643c4afd5d01,c1e2af75-6e04-437d-99a1-ad06eab339b2,674.81,2026-08-15 14:02:34,Completed
bd8217db-873d-493f-a99c-62c95bbbca43,5a4d02c3-bf08-4f9e-b226-ddd2074e9a05,190.0,2026-03-25 23:02:34,Completed
653d6bd9-4d69-4631-a079-f1c139ca4a30,fa65fdaa-a562-4d6b-bc0c-fd7fc4546a7c,1061.21,2026-04-02 06:02:34,Completed
889e0bcd-2b01-439b-91d3-cddcfe97d968,462161c0-2110-47de-a890-7fca264deb1e,3080.65,2026-05-22 18:02:34,Completed
075c40ed-3cea-425c-89d4-8ecdbb85f505,045e8bcf-3f02-472d-a8af-632e6762ee3e,754.09,2026-08-23 15:02:34,Completed
035577d1-892b-4e52-bded-31e124aae867,14567772-5461-45a8-a285-ca3342b64537,596.64,2026-07-31 19:02:34,Completed
d62241ab-3f36-4594-a50a-0e6e92428f2c,d857c5fa-f3d6-49c1-88fc-c509ebba940d,1693.45,2026-07-31 12:02:34,Completed
26a8f619-2ef2-4504-bd3a-bcb8e2ae889a,5f8a1b5a-6b7d-4662-806e-9c22f161b6a9,3434.04,2026-08-18 11:02:34,Completed
cc8c46fe-7df8-4713-830c-b89342c6b77e,8f324854-b3ce-4326-a841-e7db55e2e50a,9508.38,2026-07-02 12:02:34,Completed
473c4246-2146-4411-aae3-02fd964ef92f,4bdc070c-09fb-4aa8-accb-cceb4c41727b,482.65,2026-04-24 01:02:34,Completed
9616ca40-de06-4a5e-a3b1-4e255ed8a5db,bd5c7d81-702b-4b00-81f6-fcf0cb9d7d47,1563.88,2026-08-15 18:02:34,Completed
aacff7e0-ac5b-4656-a539-060037d177ea,fcb25721-de7c-4e8d-8520-1a1af6d6c228,366.67,2026-05-18 21:02:34,Completed
4566fd53-da05-463c-b792-a655e8d02c36,6cab9cb9-f65c-46f2-a7c4-bf56f3d5c281,2500.74,2026-08-27 00:02:34,Completed
da0435c2-34d1-47ff-9591-a8216fc34315,8ab25c9f-8516-4e4f-a338-bc73f69a7b5d,263.38,2026-05-30 22:02:34,Completed
84f64a7c-fb49-4f1f-828e-64fb199eb2ce,043d8ecf-2e20-4c9d-ad9e-8d2a9883fcf7,420.95,2026-03-16 18:02:34,Completed
d8f7c57a-fa94-4ac4-9b8e-45a5f485fb78,4ddbf326-425c-479d-aec5-42548a0934c8,12831.56,2026-07-13 13:02:34,Completed
5ae53a46-983d-4222-a22c-e30d088c71d6,9ff32426-d36d-4280-a466-db0424eb8334,2509.44,2026-07-28 20:02:34,Completed
a5f4ea0b-6712-4446-ba7c-53ce1f595fb5,5a5d1ffb-13db-47b4-8109-0504bfd19d70,1737.6,2026-05-20 05:02:34,Completed
1d477c06-1170-4fa1-a7e2-a094056e1fbf,27113823-876d-4a9f-9614-bb350390c313,233.39,2026-08-20 12:02:34,Completed
2972c890-d8c1-4ede-9232-4224e637c4e2,bb33bc52-ed8c-470a-b17b-e017e9a66eb5,405.78,2026-08-10 04:02:34,Completed
30531f1e-287f-4554-9217-83e6c65914cc,60f3cdb2-84c8-429a-9bb3-3bff0925b4f5,119.0,2026-05-19 06:02:34,Completed
31441fed-d5b7-4917-aeeb-34fb9a8610ee,356b7c1a-74e8-4c7e-9d4f-e0e1bbf5862b,1679.2,2026-05-26 14:02:34,Completed
5cd6d76a-2283-40d2-abd3-6a78cb2d25be,84ea28aa-dcaf-4bcc-978d-39882bcbd86a,2874.39,2026-04-02 20:02:34,Completed
bc9799da-af0a-4eec-bf2b-9950a2bb9365,d35333af-acb5-4364-b613-fc6ca21a423c,921.46,2026-06-26 13:02:34,Abandoned
86643216-c5e1-4cba-b5d6-05e73f10c0e8,286ebe6c-cd9d-4e61-ba6a-54d135c0ed58,853.84,2026-04-06 02:02:34,Completed
