order_id,customer_id,amount,created_at,status
161eaabc-93f7-4339-a3ca-1209daf5fbab,eb862b64-5fa2-4be5-8475-cd93d2f33030,6598.13,2026-05-01 10:37:22,Completed
ec111a09-e2a8-4b33-a484-5b93dab8a6b3,88283d66-9581-4139-baaa-5eb65bed1e75,4283.1,2026-06-09 05:37:22,Completed
9cbd0f92-df72-419d-bfec-07f611c47574,22b8a474-6554-4f19-a784-9ecca58274e2,959.34,2026-06-09 14:37:22,Completed
c5e65007-8c8a-4a83-a018-2649a4fff7c6,483ff63d-7efb-4af3-98da-5c2341479d1d,372.67,2026-03-12 08:37:22,Completed
e2b68801-f731-424e-bd57-f08704beff2d,73c8efbe-6e6b-493a-9921-ca3a106dd599,2401.63,2026-04-03 06:37:22,Completed
5e76e263-ac02-4572-91f2-749b25d4def5,04154493-3e54-4aa1-8729-7d279aa55f35,4451.91,2026-04-06 05:37:22,Completed
c9280030-2a4b-4443-9d2f-3d8898abde9e,bb17016d-5e3f-4055-9a89-f14149b6c8d7,277.32,2026-08-16 01:37:22,Completed
0a6c38b9-8e2c-45c9-a272-09bd24697fb5,9b2cf19d-5017-43e2-95cf-034b97e625c0,157.23,2026-08-04 13:37:22,Completed
1006c3de-1a39-4e81-a473-0e6e4faa5f17,dc5d2cc1-5a12-401b-8096-6535ad7edc96,467.04,2026-04-18 11:37:22,Completed
c939a3a7-0216-43d6-909e-81114a987cfc,3ab77b14-d1d2-41f3-a3ab-42bb490979f5,540.85,2026-06-02 00:37:22,Completed
bb19c458-bf35-47c0-b0f4-28df941b83a0,0d603bc5-f794-49e2-b485-cf36fb3f906e,903.5,2026-07-14 06:37:22,Completed
bb69858b-9abb-4032-8950-cea6a82b4d67,d693119e-19ab-4dc9-930f-5139c4aa823a,1925.95,2026-07-05 09:37:22,Completed
6bd5d49a-97c3-4b9b-83cf-0b188a573f98,b3998975-9366-4a9b-bc96-d3c052f6a3c3,2015.17,2026-07-05 04:37:22,Completed
978d0300-1e84-4201-ba85-a816fed19081,a335a813-c620-4848-bbff-48bb7ffac851,3289.46,2026-05-03 01:37:22,Completed
583f4ddf-4e8f-43ac-8b0d-d886c6d5362c,3e62f396-bba1-4be7-86d8-60a891102415,1509.71,2026-06-28 19:37:22,Completed
46b3484c-c6b2-4866-bbaa-d39ef488c436,7ebab3a0-a42c-44ce-9eb2-5ab503f98f8e,117.0,2026-03-03 21:37:22,Completed
36bbce43-5391-4c3e-b495-a2c238728f50,5093674f-196d-41fb-985c-71df5293950d,2970.09,2026-05-14 20:37:22,Completed
fabb5022-2b28-4e4e-a3fa-cb7d97b48e6b,06fddbf3-28f3-4296-aa1b-3ee3a4260270,1971.72,2026-05-27 09:37:22,Completed
b7f7fb0e-5950-4e09-a39d-5825bcd989ae,1fb03f32-83de-43e3-9db8-22f78203f7ee,4027.5,2026-04-01 17:37:22,Completed
62c66850-2587-4b40-8d06-92b0aa79a694,cf5034b6-5984-4949-b196-daa6e6687ee2,322.0,2026-07-19 23:37:22,Completed
5a248935-5f3e-4f72-a527-e11c1f78ef30,611645d1-f5fd-423f-82af-6db42a5efb8f,699.95,2026-03-31 07:37:22,Completed
adec643e-f5f6-4f1b-8ce0-2cfe3f93e73a,ec92ab80-3745-49ad-9707-d9f860840f85,2273.91,2026-06-19 06:37:22,Completed
11e13ab8-9487-4233-8023-dde7c8259e37,7e4fb717-c282-400b-80c2-9cce53b1aba6,1026.56,2026-05-02 12:37:22,Completed
28e34f4b-adc5-462c-87c1-11a10a2cf129,3b670a24-14bc-47d7-8d5d-50085c4282dd,191.67,2026-05-31 21:37:22,Completed
a76e9af1-fe68-4f4c-a766-992389fc5bae,85b9be09-952d-4eaf-82b4-0e02ca0d6487,401.88,2026-06-11 10:37:22,Completed
d6129f37-2bb9-4420-8461-f87439ca54d6,2acfbb79-857b-4288-b69c-de8d43d2827a,692.45,2026-04-20 03:37:22,Completed
f9ea3ff2-1c78-4a80-bed9-0cac98b06a38,c35b5f5f-c34a-47dc-9e3a-019a140f9dd1,1645.0,2026-08-20 05:37:22,Completed
bfe2f0ca-5f2d-4056-97c5-249c0486a69e,4c02fd51-fc28-4ba5-925f-9ed6e2d6b67d,18907.38,2026-06-15 03:37:22,Completed
306a7387-6384-4196-8ad5-994036bc58c3,6e65fea0-361b-4cdd-8bd2-5f436e969b29,1293.35,2026-07-20 03:37:22,Completed
eaa88c46-10c1-41d3-9531-0cbc7dee8d6e,77ff4af7-00f3-426d-b212-b8a7f65c17b5,1203.52,2026-03-02 02:37:22,Completed
678e52e9-1605-43ad-bf59-7c3d0bc8c070,f565fc93-60bb-4e68-a4fe-809bd6766318,2439.66,2026-07-09 13:37:22,Completed
adfba008-2ba1-47e7-805e-479b5dad91e8,b49e090a-371e-4360-999c-2b9dbfbc7c5c,797.04,2026-08-23 01:37:22,Completed
9c709817-9698-4ba7-a5d5-f85269b2b68a,45f1c566-8b48-4dd7-8b0b-1787dda0b609,846.5,2026-07-11 01:37:22,Completed
77c26459-7989-4273-9ab4-cb5a89ef5cdc,13e1cec2-591d-4ae6-bfd5-0ceed1588885,337.73,2026-04-04 06:37:22,Completed
96f49764-fa8e-4e8b-b289-9810a74efa16,d8255273-faed-4d6c-a919-2c68200cbb30,891.04,2026-08-15 00:37:22,Completed
37dda56c-2a69-4978-8f1d-50af183d0c4f,039e7caa-2367-430d-bb52-9e7309161e7c,526.55,2026-06-08 22:37:22,Completed
3d5bba73-278a-40ec-8e49-9e5d63b44e74,cc64c202-d135-4f0e-9d89-05891bf8e9fa,1254.47,2026-04-20 21:37:22,Completed
136b0064-3e1b-4355-aad5-451d4de356ef,fa1337fc-2969-4567-a1e6-5c1bacefbf8c,1053.47,2026-08-15 22:37:22,Completed
769b3fce-092e-4328-923f-f757b128b87c,116faaab-8da4-47ff-9655-edab23fcc4d5,405.39,2026-07-10 12:37:22,Completed
d5e64686-c0b6-4396-ac04-e8e1ff7d1485,e0c334cf-243b-49a1-8a8d-48345fc82253,589.59,2026-04-05 04:37:22,Completed
716749c5-47c4-489a-b27f-2edddd208efe,5d0a8bda-723e-4bd3-aa87-63d8363beb45,177.03,2026-04-25 11:37:22,Completed
bc5effbb-65a8-4179-9811-183fddb42b0b,37ede03d-ee03-4a94-9da6-09d1c6f9b239,337.0,2026-05-07 11:37:22,Completed
d5b1bf2c-5bb2-4108-a407-416ae3e86431,6b425364-a29d-4beb-98aa-39148283b466,6614.33,2026-07-13 23:37:22,Completed
1f02b267-f32b-4cfc-9fe8-2d7c47c9f6cb,f3514cc3-936e-4e99-8aaa-82e22b0770c7,1594.7,2026-06-13 14:37:22,Completed
4c76b384-67da-4f53-a158-3ccf9336cb68,4c2e1134-eb1d-463e-a411-8c18a3da14e7,356.6,2026-04-15 21:37:22,Completed
5811d367-1ed5-4c81-9848-3a574e4af995,1d7603f6-aea6-467c-af7f-240490f383a4,1009.67,2026-06-25 18:37:22,Completed
2deb7da8-44a2-4e7f-956b-d258a9e2892f,6d9c1a70-425c-491b-806d-59de9a308c19,2684.81,2026-03-20 02:37:22,Completed
14c6cd56-0a42-44f0-8cab-613aab8234e3,353e6ea2-210a-43fc-bdee-8c6697a8f342,1928.55,2026-04-04 01:37:22,Completed
68107c2a-9733-4a9a-91a8-9473b898b2fb,bae5b5fa-ca1b-46af-887e-dbc270478ca7,962.46,2026-04-08 01:37:22,Completed
051160ba-16e0-4d3f-8392-a6e8848998b3,b0e53b8f-03ea-475f-a5c3-2ff94854a475,7509.31,2026-07-25 19:37:22,Completed
32c06d3c-af65-415c-a094-fe9cd3eb508d,1747b829-793e-4236-b8a1-e20a82b045a3,1789.55,2026-04-04 17:37:22,Completed
1b7189e3-7827-4194-b658-6cafd96bbec5,baceb934-69ee-4ff0-bbe6-cacc0fcec636,6019.2,2026-03-14 21:37:22,Completed
00a0d58a-91e2-405c-8798-5a869b5ee6f3,c2b920a2-3982-4a5c-9bc0-f46edb0f43b8,481.58,2026-05-28 19:37:22,Completed
253c0b1d-0a48-4802-bb12-653de5cae34f,6a671e50-f521-4245-95da-0f1cd1b4d297,2456.24,2026-03-26 09:37:22,Completed
7971d85f-7b31-4c16-a1be-3c836148f7d4,0cc8375c-2647-4e12-9e51-07bffa784e3c,4716.59,2026-05-01 09:37:22,Completed
c5fa9f4f-9922-47ed-960a-e40652890533,dd75c20d-efa5-4951-8bac-35b66d810935,566.14,2026-03-14 12:37:22,Completed
291db13d-b55c-4932-b893-265fda7d3bac,5cf358ed-f8b0-4475-93a6-a67ecd35e198,2622.55,2026-05-12 12:37:22,Completed
cbe1df96-cacc-4563-b00b-06ff15f2ade6,5093674f-196d-41fb-985c-71df5293950d,340.63,2026-05-03 01:37:22,Completed
f64e3168-2789-4278-a88c-d53682e88aed,a4ab940f-6fcb-442f-8c39-a3b3c109092a,4395.36,2026-06-12 18:37:22,Abandoned
3d48ac1c-fb05-4212-8703-f2ec361ffa24,82408616-6187-465b-a4d2-5f12d0647ce2,469.67,2026-04-29 09:37:22,Completed
09bcbbbd-2942-4c0f-98b4-d19d64036e3b,50034c78-417b-4de0-9bcd-aaec78b39f54,8645.37,2026-03-17 22:37:22,Completed
e4a28b57-2f30-4905-ab01-c5975f95d966,abbaad00-c990-4c8c-9363-22ffa94ec2d4,486.39,2026-06-15 21:37:22,Completed
837bf88c-ba41-4b14-94d0-aad9299b2e06,d10e56f5-ba29-454d-8851-4eef9acbc511,5235.05,2026-03-09 11:37:22,Completed
0d932113-ed9d-4fd2-a27d-29bc973cd7c5,c3097d7c-bec4-4c63-b333-82e418959cfb,864.79,2026-04-18 11:37:22,Completed
9cc451fa-85f6-4085-95b2-4dffbd3eb6d2,381a1b5c-3185-457d-9020-6736f16c27dc,289.19,2026-07-12 16:37:22,Completed
c2e469a5-7f73-441e-9ab0-c05809d56d25,5e611fa3-8676-4246-87dc-4421edec7eaa,997.41,2026-03-13 00:37:22,Completed
dc7a9278-c81f-4349-bc8d-ad1ca9afcaf2,aa1a0903-f17c-4298-9538-e6db23c413b3,3747.0,2026-05-18 01:37:22,Completed
fd0fcb53-ddcf-4e27-af72-30dbbfaaae2b,163e8e90-a742-43ed-ba02-3a882b9d0bb5,530.06,2026-06-29 09:37:22,Completed
5a968acd-19c3-41c9-9ffe-c3d977c142f5,29675563-61c0-433f-a70c-92224826d550,856.35,2026-03-27 17:37:22,Completed
